INDIC,TAMIL
அபிமானம்,நேயம்
சகோதரன்,தமையன்
நிர்ப்பந்தம்,தொல்லை
பிரகாசம்,வெளிச்சம்
பிருதிவி,மண்
யௌவநம்,இளமை
பதட்டம்,பதறுதல்
வக்கிரம்,வளைவு
விவசாயி,உழவர்
நித்திரை,கண்படை
பண்டிகை,பெருநாள்
ரோந்து,சுற்று
ஜனம்,மக்கள்
கஷ்டம்,கடினம்
விருக்ஷம்,மரம்
எவ்வநம்,இளமை
ஜோடி,இணை
பீடை,நோய்
சாவகாசம்,விரைவின்மை
திருஷ்டி,கண்ணெச்சில்
புண்ணிய பாவம்,அறம் மறம்
சமுகம்,நேர்
தூஷணை,பழிச்சொல்
யாதவன்,இடையன்
ஜடை,பின்னல்
பிரயாசை,உழைப்பு
தரிசனம்/தர்ஷன்,காட்சி
பூஜை,பூசை
தேவஸ்தானம்,கோயில்
அபிப்பிராயம்,நோக்கம்
உபாசனை,வழிபாடு
பூர்வஜன்,அண்ணன்
துஷ்ட மிருகங்கள்,கொடிய விலங்குகள்
திருத்தி,அமைவு
ததியோதநம்,தயிர்ச்சோறு
கம்பீரம்,உயர்தோற்றம்
அப்பு,புனல்
கிரகம்,பற்றுதல்
இதம்,நன்மை
சமீபம்,அருகு
திட்டி,பார்வை
பகவான்,இறைவன்
உலோகம்,உலகம்
கருத்தா,நூலாசிரியன்
சிருட்டி,படைத்தல்
அந்தரம்,காலம்
இகம்,இவ்விடம்
ருதுமங்களஸ்நானம்,பூப்பு நீராட்டு
கிருஷ்ணன்,கண்ணன்
சாது,துறவி
சாஷ்டாங்கம்,நெடுஞ்சாண்கிடை
அபூர்வம்,அரிய பொருள்
அவதூறு,பழிச்சொல்
ஜாடி,குடுவை
பரமகதி,மேல்நிலை
நட்டம்,இழப்பு
அரவம்,பாம்பு
சந்தர்ப்பம்,சமயம்
ஆசை,விருப்பம்
சிகித்சை,பரிகாரம்
ஊநம்,இழிவு
மாமிசம்,ஊன்
வாசம்,மணம்
சீக்கிரம்,விரைவு
தீவிரம்,விரைவு
விவசாயம்,பயிர்த்தொழில்
அநியாயம்,நடுவின்மை
அநேகம்,பெரும்பான்மை
வாக்குமூலம்,உறுதிச்சொல்
ஸந்தேஹம்,ஐயம்
ஔபாசனம்,வேள்வித்தீயோம்புகை
பாயாசம்,திருக்கண்ணமுது
இரட்சித்தல்,ஓம்புதல்
ஜபர்தஸ்து,வீண் பெருமை
மரணம்,சாக்காடு
குமரி,நங்கை
பிரகதாம்பாள்,பெரியநாயகி
சகோரம்,நிலாமுகிப்புள்
நவ,ஒன்பது
திருஷ்டி,கண்ணேறு
ஸ்வர்ணம்/சொர்ணம்,தங்கம்
வர்த்தமானம்,செய்தி
விநயம்,அறிவு
இலஞ்சம்,கைக்கூலி
சத்துரு,பகைவன்
அஸ்திவாரம்,ஆதாரம்
அரவம்,ஒலி
ஆதிரம்,நெய்
நாரிகேளம்,தேங்காய்
ஆதுலம்,வறுமை
கருத்தா,வினை முதல்
வதுவை,மணப்பெண்
பங்கம்,குறை
அநுட்டானம்,செயற்பாடு
சிட்சை,கல்வி பயிற்றல்
தீரன்,திறனாளன்
அத்தம்,கை
அக்கினி,தழல்
ஆகாசம்,வானம்
சீணதசை,அழிவுக்காலம்
மித்திரன்,நட்பு
கிரகித்தல்,உணர்தல்
சாராம்சம்,சிறந்த பகுதி
சேமம்,புதையல்
ஜுவாலை,கொழுந்து
வதநம்,முகம்
சம்சாரம்,மனைவி (அ) உலகம்
ஆகாசம்,வான்வெளி
தூலம்,பருமை
உத்சவம்,ஊருலா/ஊர் உலா
அக்கிரமம்,ஒழுங்கின்மை
அவத்தை,துன்பம்
சந்நிதி,திருமுன்
வேதம்,மறை
மித்ரன்,தோழன்
அதோகதி,பள்ளம்
ஆதி,காரணம்
ஆராதனை,வழிபாடு
சபை,கழகம்
மித்திரன்,நண்பு
பாடியம்,பேருரை
பந்தம்,கட்டு
பலி,ஒப்புவித்தல்
அநுபானம்,கூட்டு மருந்து
புத்திரன்,மைந்தன்
கிரகம்,வீடு
கருணை,அருள்
ஆட்சேபம்,தடை
சாவதானம்,உன்னிப்பு
சன்மானம்,வெகுமதி
யுத்தம்,போர்
சத்திரம்,குடை
அர்ச்சனை,பூ வழிபாடு
பீடம்,இருக்கை
கருடன்,கலுழன்
தீரன்,திண்ணியன்
ஜல்லிக்கட்டு,ஏறு தழுவல்
ஜாகை,உள்
பாரம்,கடமை
லஜ்ஜை,வெட்கம்
ஸ்பரிசம்,தொடல்
தயவு,இரக்கம்
சர்வேஸ்வரன்,எப்பொருட்கும் இறைவன்
தாபித்தல்,நிறுவுதல்
நர்த்தனம்,கூத்து
ஜபம்,வழிபாடு
சீமந்த புத்திரன்,தலைமகன்
சீவகாருண்ணியம்,அருள் ஒழுக்கம்
சகவாசம்,நட்பு
புயபலம்,தோள்வலி
மூர்ச்சை,களைப்பு
விபரீதம்,வேறுபாடு
பீடை,பீழை
தயிலம்,எண்ணெய்
ஆபாசம்,அளவைப்போலி
உபாயம்,எளிது
அசரீரி,வானொலி
ஆயாஸம்,அயர்வு
சாமி,அடிகள்
விவாகரத்து,மணமுறிவு
சாந்திரம்,நெருக்கம்
கடினம்,வருத்தம்
தம்பதிகள்,மணமக்கள்
குபேரன்,பெருஞ் செல்வன்
பூச்சியம்,அருமை
சாதனம்,முயற்சி கைகூடல்
பிரமோற்சவம்,பெருவிழா
ஜம்பு,நாவல் (பழம்)
க்ஷேமம்,நலம்
பஞ்ச -,ஐந்து
சந்ததி,கால்வழி
புகார்,குற்றச்சாட்டு
அபூர்வம்,அருமை
சடிதி,விரைவு
பூகோள சாஸ்திரம்,நில நூல்
பிரதட்சிணம்,வலம்வருதல்
சாசனம்,விதி
பிரமா,நான்முகன்
சாயந்திரம்,மாலை
சக்தி,ஆற்றல்
திட்டி,கண்
சரணம்,முடிப்பு
ஆயாஸம்,சோர்வு
கருமம்,தொழில்
சந்திரன்,நிலவு
உபகாரம்,முகமன்
சக்கரம்,உருளை
நியதி,செய்கடன்
பரிசுத்தம்,துப்புரவு
தாமதம்,மயல்
லயம்,அழிவு
ஆபாசம்,அருவருப்பு
சமாநம்,இணை
கஷாயம்,கருக்கு
பூதம்,முதல்
விருத்தி,பெருக்கம்
அசம்,ஆடு
ஆசீர்வாதம்,வாழ்த்துரை
விஸ்தாரம்,விரிவு
விருத்தாசலம்,பழமலை
உதாரம்,வள்ளன்மை
கஸ்தூரி,காசறை
ஆராதித்தல்,வழிபடுதல்
அனுபல்லவி,தொடுப்பு
கர்மம்,செயல்
சங்கீதம்,இசை
பிரத்தாபம்,வெளிப்படுத்தல்
அக்னி,தீ
உதிரம்,குருதி
சயம்,வெற்றி
ஆரோக்கியம்,உடல்நலம்
பச்சாத்தாபம்,கண்ணோட்டம்
சோதனை,ஆய்வு
இராச்சியம்,அரசியல்
ஜோலார்பேட்,சோலையார்ப்பேட்டை
விருச்சிகம்,தேள்
அநுமதி,கட்டளை
வார்த்தை,சொல்
சுயேச்சை,தன் விருப்பம்
ஊகித்தல்,நினைத்தல்
சூதகம்,தீட்டு
சாத்திரம்,கலை
போஷகர்,ஊட்டகர்
அசுத்தம்,துப்புரவின்மை
ஔடதம்,மருந்து
தாநம்,இடம்
கோமயம்,ஆனீர்
சாபம்,வில்
சீதம்,குளிர்ச்சி
அசீரணம்,செரியாமை
திரவியம்,பொருள்
ரீதி,முறை
பிரசண்டமாருதம்,பெருங்காற்று
சங்கிராந்தி,ஒன்றின்று பிறிதொன்றிகட் செல்லல்
சூக்குமம்,நுண்மை
அங்கம்,எலும்பு
ஸ்மரணை,நினைவு
மத்தியானம்,நண்பகல்
அனுபவம்,பட்டறிவு
அதிட்டம்,செல்வம்
நீதி,முறை
சந்தோஷம்,களிப்பு
இச்சை,விருப்பம்
சக்தி,வலி
ஆங்காரம்,தருக்கு
நியாயம்,முறை
பிரபல்லியம்,சிறப்பு
அசாக்கிரதை,கருத்தின்மை
அநர்த்தம்,வேறுபாடு
கண்டம்,பிரிவு
உத்தராயணம்,வடவழி
துரிதம்,வேகம்
இயமன்,காலன்
கருத்தா,ஆக்கியோன்
ஜெயம்,வெற்றி
சம்பந்தம்,சார்பு
வசநம்,உரைநடை
த்ரி,மூன்று
அபாயம்,இடுக்கண்
அபாயகரம்,துன்பம்
ஜெபம்,உருவேற்றல்
அதிகாரம்,ஆட்சி
சர்வ ரோக நிவாரிணி,பல நோய்ப் போக்கி
தநம்,பொருள்
பிசாசு,அலகை
சிதம்பரம்,திருச்சிற்றம்பலம்
இருதயம்,அன்பு
ஆதாரம்,பற்றுக்கோடு
கீணம்,கேடு
சுக்கிலம்,வெண்மை
பிரயாசை,வருத்தம்
மிருகம்,விலங்கு
ஜாஸ்தி,மிகுதி
நந்தவனம்,பூந்தோட்டம்
விநயம்,வணக்கம்
சேவித்தல்,வணங்கல்
சிகரம்,குவடு
சர்வதேச,பன்னாட்டு
கண்திருஷ்டி,கண்ணெச்சில்
பகிஷ்காரம்,விலக்கு
இச்சகம்,முகமன்
கர்வம்,செருக்கு
சகாயம்,உதவி
சந்து,மூட்டு
இயந்திரம்,மறைமொழித்தகடு
உக்கிரம்,கொடுமை
நாமம்,பெயர்
நித்திரை,தூக்கம்
விவகாரம்,வழக்கு
சமயம்,காலம்
அத்துவிதம்,இரண்டற்றது
நிவர்த்தி,நீக்கம்
அஸ்திவாரம்,கடைக்கால்
ஜோதி,ஒளிவிளக்கம்
சௌகரியம்,எளிது
நிதி,பொருள்
ப்ரியம்,அன்பு/விருப்பம்
தீரம்,கரை
சீலம்,ஒழுக்கம்
பூரணம்,எல்லாம்
அவரோஹணம்,இறங்குநிரல்
உபேட்சை,அசட்டை
சிட்சை,கற்பித்தல்
கயிலாயம்,சிவப்பேறு
அர்ச்சனை,மலர் தூவழிபாடு
அநாகதம்,நெஞ்சம்
நிபந்தனை,கட்டுப்பாடு
சாத்துவிகம்,அமைதித்தன்மை
ஸ்வர்ணம்/சொர்ணம்,பொன்
கிருமி,பூச்சி
சமத்துவம்,ஒத்த உரிமை
சமரசம்,வேறுபாடின்மை
அம்சம்,வகை
தீர்க்கதரிசி,மெய்க்காட்சியாளன்
பிராது,முறையீடு
பிரபலம்,பெரும்புள்ளி
தேவாதீனம்,கடவுட்செயல்
வியபிசாரி,ஒழுக்கமிலாள்
சகோதரன்,தம்பி
புராதனம்,தொன்மை
சோமன்,திங்கள்
உபாத்தியாயினி,கற்பிப்போள்
அநுபவித்தல்,துவ்வல்
த்வீதியம்,இருமை
இலேகியம்,இளகம்
ராஜ்ய சபா,மேலவை
அசீரணம்,பசியின்மை
புருடன்,கணவன்
ஜீரணம்,செரிமானம்
அம்சம்,பங்கு
சோசியர்,காலக்கணிதர்
வேதாந்தம்,மறைமுடிவு
மௌனம்,பேசாமை
துக்கம்,வருத்தம்
ததாஸ்து,அப்படியேயாகட்டும்
உரொக்கம்,இருப்பு
பிட்சை,ஐயம்
இலாபம்,ஊதியம்
புதன்,அறிவன்
சயநம்,படுக்கை
நிபுணர்,வல்லவர்
அட்டகாசம்,புரளி
ஈசன்,ஆள்வோன்
சூரியன்,என்றூழ்
பிரபாவம்,புகழ்
வரம்,மேன்மை
வாகனம்,அணிகம்
சதுரம்,அறிவுடைமை
அத்தியாயம்,படலம்
வதந்தி,பலரறிசொல்
கலாசாலை,பள்ளிக்கூடம்
தநவான்,செல்வன்
வந்தனம்,வணக்கம்
உல்லாசம்,உள்ளக்களிப்பு
பொக்கிஷ சாலை,கருவூலம்
அறிவு ஜீவி,அறிவாளர்கள்
வித்தியாசம்,ஏற்றத்தாழ்வு
ஆசாபாசம்,உலகப்பற்று
உபேட்சை,வெறுப்பு
ஜாமீன்,பிணை
சௌபாக்கியவதி,செல்வி
வயது,அகவை
ஆதி,முதல்
எதார்த்தம்,உண்மை
ஸ்தோத்திரம்,போற்றி
சரீரம்,யாக்கை
சொஸ்தம்,நலம்
ஜோதி,சுடர்
பலாத்காரம்,வலுக்கட்டாயம்
சுழுத்தி,உறக்கம்
நிருமூலம்,அழிவு
சுத்தம்,தூய்மை
அஷ்டம்,எட்டு
ததியோதனம்,தயிர் அன்னம்
ஸ்நானம்,குளியல்
இலட்சணம்,பார்வை
விதி,செயற்கை
வாத்தியம்,இசைக்கருவி
பிரகாரம்,திருச்சுற்று
கக்ஷி,சார்பு
சாத்திரம்,நூல்
நித்தியம்,அழியாமை
காலச்சேபம்,வாழ்க்கை
தேவபக்தி,கடவுட் பற்று
பிரகாசம்,ஒளி
பௌவம்,கடல்
விசுவாசம்,உண்மை
ஜிமிக்கி,காதுக்கொடி
நிச்சயம்,துணிவு
ஸ்தாபனம்,நிறுவனம்
விஞ்ஞாபனம்,வேண்டுகோள்
விநாயகர் சதுர்த்தி,பிள்ளையார் நோன்பு
ஜப்தி,கையகப்படுத்தல்
வாசகம்,சொல்
சமாசாரம்,செய்தி
பரிகாசம்,பகடி
சத்துவம்,விறல்
உரோகம்,ஒளியின்மை
ஆயுசு,ஆண்டு
பக்குவம்,நிலை
நியமித்தல்,ஏற்படுத்தல்
சங்கோஜம்,கூச்சம்
இரம்பம்,ஈர்வாள்
தலயாத்திரை,திருக்கோயிற் பயணம்
தந்தி,கம்பி
தலம்,பதி
பதுமாவதி,திருமகள்
சிரேஷ்டன்,தலைவன்
ஆவேசம்,உட்புகல்
சாமி,தலைவன்
பிராது,முறைப்பாடு
புஷ்டி,தடிப்பு
ஸ்ரீரங்கம்,திருவரங்கம்
தரிசனம்,காட்சி
முனிவர்,அடிகள்
சரோசம்,தாமரை
வியாச்சியம்,வழக்கு
நரன்,மனிதன்
நாசி,மூக்கு
நியமம்,ஒழுங்கு
துரிதம்,விரைவு
சகுனம்,குறி
வயிரம்,காழ்ப்பு
அமுது,அடிசில்
விசித்திரம்,புதுமை
பூஷணம்,அணி
அராகம்,விருப்பு
அவத்தை,நிலை
ஜில்பான்ஸ்,கிளுகிளு
தேவபக்தி,கடவுளிடத்தன்பு
தரித்தல்,உடுத்தல்
சரீரம்,உடல்
அபாயம்,பேரிடர்
கிரகஸ்தம்,இல்லறநிலை
பிரவர்த்தி,செய்கை
நட்சத்திரம்,வெள்ளி
பிராப்தம்,ஊழ்வினை
சத்தியம்,வாய்மை
பாசம்,கயிறு
கிரியை,செயல்
பிரமித்தல்,மருளல்
சோதிடர்,குறிப்பாளர்
விதி,தெய்வம்
அபராதம்,தண்டம்
மகாராசன்,செல்வன்
ஸ்தம்பம்,மரம்
ஸ்தலம்,கோயில்
உவமானம்,உவமை
ஆயுதம்,படை
திரி,பெண்
தொக்கு,மெய்
சேவகன்,காவற்காரன்
அகிம்சை,இன்னா செய்யாமை
தாபரம்,நிலையியற் பொருள்
பிரமேயம்,அளக்கப்படும் பொருள்
பசார்,சந்தை
ஜீவிதம்,வாழ்க்கை
தரித்திரம்,நல்குரவு
பாரியை,மனைவி
உச்சி,மேடு
உசிதம்,மேன்மை
தசா,ஊன்
நபர்,ஆள்
கலாபம்,தோகை
துரியம்,பேருறக்கம்
பிரசுரம்,வெளியீடு
ருசுப்படுத்தல்,மெய்ப்பித்தல்
பிரயாணம்,பயணம்
சரணம்,தஞ்சம்
காரியஸ்தன்,செயலாளன்
இச்சை,வேட்கை
இரகசியம்,மறை
சாஷ்டாங்கம்,எட்டுறுப்பு
ஆசாபாசம்,அவாக்கட்டு
வம்சம்,தலைமுறை
அங்கீகாரம்,உடன்பாடு
பலன்,பயன்
இரசாபாசம்,அருவருப்பு
உத்தமம்,மேன்மை
சாதம்,சோறு
உரோமம்,மயிர்
பஞ்சாங்கம்,ஐந்திறம்
சுபிக்ஷம்,செழிப்பு
சத்தம்,ஓசை
சாரதி,வலவர்
மநநம்,இடையறா நினைவு
விசாலம்,விரிவு
நிந்தனை,இகழ்ச்சி
பக்தி,அன்பு
சூரணம்,தூள்
சாதியாசாரம்,குல ஒழுக்கம்
வசனம்,உரையாடல்
ஆசாரம்,நன்னடை
துக்கம்,பரிவு
வாமனம்,குள்ளம்
முகஸ்துதி,முகமன்
மூர்த்தி,கடவுள்
தயை,கண்ணோட்டம்
யதேச்சை,விருப்பம்
வண்ணம்,எழில்
ஆதாரம்,அடிப்படை
பகவான்,கடவுள்
விஸ்தீரணம்,பெருக்கம்
அபிப்பிராயம்,கொள்கை
வாதனை,வருத்தம்
அத்தியட்சன்,தலைவன்
தெய்வபக்தி,தெய்வநேயம்
வித்தியாசம்,வேற்றுமை
ஜலம்,நீர்
உல்லாசம்,விளையாட்டு
அமாவாசை,பிறையுவா
சர்வகலாசாலை,பல்கலைக்கழகம்
வயம்,அதுவாதல்
ஆபாசம்,பொய்
தூரம்,சேய்மை
ராத்திரி,இரவு
வித்யாலயம்,கல்விச்சாலை
பாஷியம்,பேருரை
சாதனம்,அடையாளம்
கிராமம்,சிற்றூர்
பலகீனம்,வலுவின்மை
சூரியமானம்,பகல் வழியளவு
அநர்த்தம்,பயனின்மை
பிரயாணி,பயணி
அம்சம்,எண்
விதந்து,கைம்பெண்
ஸ்பஷ்டம்,தெளிவு
சுதேசம்,தாய்நாடு
பசு,ஆ
சந்திரன்,மதி
பாசம்,தளை
யுத்தி,பொருந்துமாறு
அஷ்டம,எட்டு
தைலம்,எண்ணெய்
குஷி,களிப்பு
ஜாதகம்,நிமித்திகத் தாள்
தேசம்,நாடு
அற்பம்,புன்மை
பூஷணம்,அணிகலன்
ஏகம்,தனிமை
பிரதிஷ்டை,கோயில் கொள்ளுவித்தல்
பத்மாசநி,திருமகள்
சரசுவதி,நாமகள்
சாந்தி,அமைதி
இகம்,இவ்வுலகம்
துக்கம்,துன்பம்
நியாயாதிபதி,முறைமன்றத் தலைவர்
வாத்சல்யம்,விருப்பம்
நஷ்டம்,இழப்பு
அருணோதயம்,வைகறை
பாத்திரம்,ஏனம்
கிரகித்தல்,இழுத்தல்
சரசம்,இனிய விளையாட்டு
கர்ப்பவதி,சூலி
சஷ்டியப்தபூர்த்தி,அறுபதாமாண்டு நிறைவு
ஆசனம்,இருக்கை
வநவாசம்,காடுறை வாழ்க்கை
இலேசு,மேலாடை
சர்வமானியம்,இறையிலி
வர்க்கம்,இனம்
கங்கணம்,காப்பு
சன்மம்,பிறப்பு
யூகம்,கருங்குரங்கு
கக்ஷி,பக்கம்
துரியாதீதம்,உயிர்ப்படக்கம்
மநஸ்தாபம்,துன்பம்
விகிதம்,நேயம்
இரத்தினம்,மாமணி
சம்பூரணம்,நிறைவு
வருணம்,நிறம்
குஸ்தி,மற்போர்
தெய்வபக்தி,கடவுளிடத்தன்பு
சுபிட்சம்,செழிப்பு
ஏகம்,ஒன்று
விதண்டாவாதம்,அழிவழக்கு
ஆவலாதி,புறந்தூற்றல்
காலச்சேபம்,நாட்கழிதல்
சகஸ்ரம்,ஆயிரம்
நதி,ஆறு
சமுச்சயம்,ஐயம்
சஞ்சலம்,கலக்கம்
வாமம்,அழகு
அம்பிகை,தாய்
கிரகசாரம்,கோட்சாரம்
அக்கிராசனாதிபதி,அவைத் தலைவர்
சாதுரியம்,திறமை
அங்கீகரணம்,உடன்பாடு
மகுடம்,முடி
பிரலாபம்,புலம்பல்
தந்திரம்,சூழ்ச்சி
மாநியம்,இறையிலி நிலம்
அபிப்ராயம்,கருத்து
வல்லபம்,திறம்
அந்தரங்கம்,அருமறை
சஞ்சிதம்,எஞ்சியது
தாநம்,இருக்கை
விபூதி,நீறு
ஆரோஹணம்,ஏறுநிரல்
பிரதிகூலம்,மாறுபாடு
பத்திரிகை,செய்தித்தாள்
யுத்தகளம்,போர்முனை
பைத்தியம்,பித்து
கண்திருஷ்டி,கண்ணேறு
நிரபராதி,குற்றமற்றவர்
தாபரம்,நிற்பன
அர்ச்சனை,பூசை
ஆலோசனை,சூழ்ச்சி
வாய்தா,கெடு
இதயம்,அன்பு
அஸ்திபாரம்,கடைக்கால்
அகராதி,அகரவரிசை
ஆகாரம்,உணவு
வல்லபம்,வலிமை
நவக்கிரகம்,ஒன்பது கோள்
ஸூப்ரமணியன்,முருகன்
அருணோதயம்,விடியல்
எமன்,மறலி
இலாகிரி,வெறி
கட்சி,பக்கம்
பராக்கிரமசாலி,ஆண்டகை
புண்ணிய பாவம்,நல்வினை தீவினை
தேவபக்தி,தெய்வநேயம்
சபதம்,சூளுரைத்தல்
மது,தேன்
விவேகம்,அறிவு
கயிலாசம்,சிவப்பேறு
திருப்தி,சால்வு
அபேட்சை,அவா
வசீகரம்,கவர்ச்சி
பிரீதி,அவா
யத்தனம்,முயற்சி
பிரதாபம்,கீர்த்தி
மாமிசபட்சணம்,ஊனுணா
சமுத்திரம்,கடல்
ஆசாமி,ஆள்
தருக்கம்,அளவை
சீர்ணோத்தாரணம்,பழுது பார்த்தல்
உதாரணம்,காட்டு
சாவதானம்,ஓய்வு
சுயார்ச்சிதம்,தான் தேடிய பொருள்
புராணம்,பழங்கதை
அநுபவித்தல்,நுகர்தல்
பூச்சியம்,இன்மை
அங்கீகாரம்,ஏற்பு
தம்பதிகள்,இணையர்
சமஸ்கிருதம்,நன்றாகச் செய்யப்பட்டது
சூன்யம்,இல் பொருள்
துஷ்டன்,வம்பன்
மார்க்கம்,நெறி
நிருமூலம்,வேரோடு கல்லல்
சம்பிரதாயம்,பண்டைமுறை
ஆதியோடந்தமாய்,ஒன்றும்விடாமல்
அருத்தம்,பாதி
அநுமதி,உடன்பாடு
பல்லவி,எடுப்பு
நிவிர்த்தி,விடுதலை
வயது,ஆண்டு
சூதனம்,கவனம்
சீவியம்,வாழ்க்கை
சனம்,மக்கள்
ஆசாரம்,துப்புரவு
வாநரம்,குரங்கு
தோஷம்,குறை
பிரகாசம்,துலக்கம்
இராஜா,மன்னன்
தூரம்,தொலைவு
தபால்,அஞ்சல்
நேத்திரம்,கண்
ஆக்கிராணம்,மூக்கு
பிச்சை,ஐயம்
அஸ்திரம்,அம்பு
சிரத்தை,விருப்பு
சாவதானம்,ஒழிவு
பிரமாணம்,மேற்கோள்
விசித்திரம்,வியப்பு
விவசாயம்,உழவுதொழில்
அநுபந்தம்,பின்சேர்க்கை
வைராக்கியம்,வெறுப்பு
பிதிர்க்கடன்,மூதாட்கள் கடன்
பத்திரிகை,செய்தித் தாள்
பௌதிக சாஸ்திரம்,இயற்கைப் பொருள் நூல்
மிசிரம்,கலப்பு
வைபவம்,கொண்டாட்டம்
ஐச்வரியம்,செல்வம்
பிரதி,படி
ஹஸ்தம்,கை
கேஷியர்,காசாளர்
அசந்தர்ப்பம்,நேரமின்மை
பூமி,நிலம்
திராசு,நிறைகோல்
பிநாகம்,வில்
இலகான்,கடிவாளம்
மயானம்,சுடலை
அநுபவித்தல்,துய்த்தல்
ஆரோஹணம்,ஏறுவரிசை
பாதரட்சை,காற்பரடு
அநுகூலம்,துணை
ஊநம்,குறைவு
பிரபாவம்,பெருமை
ரஜா,விடுமுறை
ஆசியம்,நகை
ரசீது,பற்றுமுறி
அந்தம்,எல்லை
ஆபத்து,இக்கட்டு
அங்குலம்,விரலளவு
ஶ்ரீதனம்,மகளுக்குக் கொடுக்கும் கொடை
அவசியம்,முதன்மை
உசிதம்,உயர்வு
வாலிபம்,இளமை
மூஷிகம்,பெருச்சாளி
சப்தம்,(எண் வகையில்) ஏழு
சகவாசம்,சேர்க்கை
நாசம்,அழிவு
தத்துவம்,மெய்
கணபதி,பிள்ளையார்
உபாதி,துன்பம்
சகன்,தோழன்
அத்யம்,இன்று
சந்ததி,பிள்ளை
அங்கஹீனம்,உடல் ஊனம்
அபிப்பிராயம்,எண்ணம்
கர்த்தா,வினை முதல்
சரித்திரம்,வரலாறு
ஜவ்வு,மென்தோல்
அங்கம்,அடையாளம்
மசானம்,சுடுகாடு
தச,பத்து
பிரதமர்,தலைமை அமைச்சர்
ஆயுதம்,படைக்கலம்
பைசாசம்,பிசாசு
விக்கிரமம்,பருப்பொருளுரு
சவம்,பிணம்
விகடன்,பகடி
அமானுஷ்யம்,மனிதமீறிய
சாலோகம்,சிவவுலகு
புவனி,இடம்
வயிரம்,ஒளிமணிக்கல்
சமயோசிதம்,காலப்பொருத்தம்
அனுஷ்டி,கைக்கொள்
சாதகம்,உதவி
வந்தனம்,வழிபாடு
ஸ்நேகம்,நட்பு
சீமந்தினி,பெண்மகள்
கிராதன்,குறவன்
நியதி,பிறழா நிகழ்ச்சி
திடம்,உறுதி
இராத்திரி,இரவு
ஆபத்து,துன்பம்
பாபமோசனம்,தீவினைநீக்கம்
மந்தாரம்,மழைவானம்
சங்கேதம்,குறியீடு
அநுக்கிரகம்,அருளிரக்கம்
அபகரித்தல்,கவர்தல்
அந்நியம்,வேறு
அற்புதம்,புதுமை
சாபம்,வசவு
சடுதி,விரைவு
வரம்,அருள்
வருக்கம்,வகுப்பு
துதி,வணக்கம்
ஏதம்,குற்றம்
சிம்ஹம்,ஏறு
கயரோகம்,எலும்புருக்கி நோய்
சாவகாசம்,வசதி
வதந்தி,பேச்சு
சந்தர்ப்பம்,தருவாய்
ஷைலஜா,மலைமகள்
பிரத்தியேகம்,தனிமை
பதிவிரதை,கற்பரசி
உக்கிரம்,ஊக்கம்
இராச்சியம்/இராஜ்ஜியம்,நாடு
உதாரகுணம்,ஈகைத்தன்மை
தனம்,செல்வம்
யாசகம்,இரப்பு
ஆசியம்,சிரிப்பு
ரூபம்,உருவம்
நயனம்,கண்
யாத்திரை,வழிச்செலவு
பிரமாணம்,தலைமை
ஜி,-ங்க
அமுது,சோறு
திதி,காத்தல்
புனர்ப்பாகம்,சோற்றின் மறுபால்
அத்தமனம்,மறைவு
சிச்ருஷை,பணிவிடை
சமாநம்,உவமை
பிரமாண்டம்,பேருலகம்
பலம்,பழம்
துஷ்டன்,பட்டி
இருடி,முனிவன்
விஜயம்,எழுந்தருளல்
சூசிகை,யானை
மிதம்,அளவு
பிரத்யக்ஷம்,கண்கூடு
சௌகர்யம் / சௌகரியம்,வசதி
தாபித்தல்,நிலைநிறுத்தல்
அஜாக்கிரதை,கவனக்குறைவு
சம்மதம்,உடன்பாடு
பத்தி,அன்பு
தத்துவம்,பொருளியல் உண்மை
ஆதரவு,உதவி
சாமான்,தட்டுமுட்டுகள்
அம்பா,அன்னை/தாய்
அபிமானம்,செருக்கு
பிரதியுபகாரம்,கைம்மாறு
அக்னி,நெருப்பு
பிரசவம்,கருவுயிர்ப்பு
வஸ்து,பொருள்
தேயு,அனல்
அக்ஷி,கண்
ஆதிக்கம்,மேலீடு
முத்திரை,பொறி
சிலாகித்தல்,புகழ்தல்
மாத்திரை,அளவு
உத்தேசம்,ஏறக்குறைய
அதிசயம்,புதுமை
வாந்தி பேதி,கக்கற் கழிச்சல்
ஆதி,எழுவாய்
விசேஷம்,சிறப்பு
காரியதரிசி,அமைச்சன்
ஆங்காரம்,இறுமாப்பு
பிரயோஜனம்,பயன்
முத்தி,வீடுபேறு
அபகரித்தல்,பறித்தல்
உத்தேசம்,கருத்து
பிரியம்,அன்பு
விமோசநம்,விடுதலை
ஆரம்,பூமாலை
பிரதேசம்,இடம்
சுவாரஸ்யம்,ஆர்வமூட்டுவதாக
வாஞ்சை,அவா
ஏகம்/ஏக,ஒன்று
ஜாக்கிரதை,கவனம்
சுவாமி,அடிகள்
கிருகம்,மனை
உக்கிராணம்,களஞ்சியம்
லீலை,விளையாட்டு
அமாவாசை,இல்மதி
ஜபர்தஸ்து,ஆடம்பரம்
சகோதரன்,உடன் பிறப்பு
சாஸ்திரம்,விதிமுறை
கவி,செய்யுள்
அசல்,மூலம்
சபம்,உருவேற்றல்
கண்டம்,நிலப்பிரிவு
அரம்பை,அரிவை
உபநயநம்,வழிநடத்துதல்
சுவாசம்,உயிர்ப்பு
குபேரன்,செல்வக் கடவுள்
